season,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
Spring,NA,31.7253529412,0.642746666667,NA,55.825,NA,Fort-de-France (Martinique)Spring,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,23.4261976744,0.888010869565,NA,43.4555555556,NA,Fort-de-France (Martinique)Summer,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,16.2571444444,1.07951111111,NA,31.3170731707,NA,Fort-de-France (Martinique)Fall,Fort-de-France (Martinique),126873.0,2585.16006965,49.07742522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,38.4404942529,NA,30.8423595506,36.404494382,27.359375,Geneve - AnnemasseWinter,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,31.2176315789,NA,1014.97368421,3.09565045614,31.9
Winter,NA,38.4404942529,NA,30.8423595506,36.404494382,27.359375,Geneve - AnnemasseWinter,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,31.2176315789,NA,1014.97368421,3.09565045614,31.9
Spring,NA,16.4712717391,NA,63.9436304348,25.0543478261,13.3695652174,Geneve - AnnemasseSpring,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,60.3090243902,NA,1012.27377049,4.33887213008,65.9
Spring,NA,16.4712717391,NA,63.9436304348,25.0543478261,13.3695652174,Geneve - AnnemasseSpring,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,60.3090243902,NA,1012.27377049,4.33887213008,65.9
Summer,NA,14.8681397849,NA,69.6903010753,23.4193548387,9.75824175824,Geneve - AnnemasseSummer,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,64.1098532626,NA,1016.73372093,3.86735305698,0.4
Summer,NA,14.8681397849,NA,69.6903010753,23.4193548387,9.75824175824,Geneve - AnnemasseSummer,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,64.1098532626,NA,1016.73372093,3.86735305698,0.4
Fall,NA,29.5488888889,NA,31.1210555556,25.0465116279,14.9195402299,Geneve - AnnemasseFall,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,46.3134945055,NA,1012.84836775,3.5565151707,150.6
Fall,NA,29.5488888889,NA,31.1210555556,25.0465116279,14.9195402299,Geneve - AnnemasseFall,Geneve - Annemasse,NA,NA,NA,0.29,0.66,0.05,NA,NA,NA,46.3134945055,NA,1012.84836775,3.5565151707,150.6
Winter,3.93292682927,35.090741573,NA,31.557258427,NA,NA,GrenobleWinter,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,33.503287395,NA,1013.89838302,6.20226045161,158.9
Winter,3.93292682927,35.090741573,NA,31.557258427,NA,NA,GrenobleWinter,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,33.503287395,NA,1013.89838302,6.20226045161,158.9
Spring,3.30903614458,13.2441413043,NA,58.7239456522,NA,NA,GrenobleSpring,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,53.5862673797,NA,1014.96954474,5.62854291052,445.1
Spring,3.30903614458,13.2441413043,NA,58.7239456522,NA,NA,GrenobleSpring,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,53.5862673797,NA,1014.96954474,5.62854291052,445.1
Summer,5.510875,10.7621758242,NA,67.6760537634,NA,NA,GrenobleSummer,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,65.9030870406,NA,1016.5708967,5.06150078268,150.9
Summer,5.510875,10.7621758242,NA,67.6760537634,NA,NA,GrenobleSummer,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,65.9030870406,NA,1016.5708967,5.06150078268,150.9
Fall,4.05736,21.5876049383,NA,29.6277888889,NA,NA,GrenobleFall,Grenoble,679863.0,671.063781588,1013.1123429,0.26,0.64,0.1,435112.32,67986.3,176764.38,43.8577040976,NA,1012.74254254,5.85553679074,258.7
Fall,4.05736,21.5876049383,NA,29.6277888889,NA,NA,GrenobleFall,Grenoble,679863.0,671.063781588,1013.1123429,0.35,0.49,0.17,333132.87,115576.71,237952.05,43.8577040976,NA,1012.74254254,5.85553679074,258.7
Winter,NA,NA,NA,NA,NA,NA,LavalWinter,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,38.0396881288,NA,1013.27919321,6.76323274082,162.6
Spring,NA,NA,NA,NA,NA,NA,LavalSpring,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,54.877010989,NA,1015.98945055,6.41744891429,147.2
Summer,NA,NA,NA,NA,NA,NA,LavalSummer,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,65.240661157,NA,1017.95930636,5.61205707254,68.3
Fall,NA,NA,NA,NA,NA,NA,LavalFall,Laval,121399.0,316.425066386,383.65797434,NA,NA,NA,NA,NA,NA,46.1555809796,NA,1011.78549878,6.82206528137,277.2
Winter,5.23526436782,NA,NA,NA,NA,NA,Le HavreWinter,Le Havre,290890.0,1227.31885247,237.01257372,0.35,0.57,0.08,165807.3,23271.2,101811.5,38.6217040359,NA,1013.53566729,9.45035242464,133.3
Spring,5.28640860215,NA,NA,NA,NA,NA,Le HavreSpring,Le Havre,290890.0,1227.31885247,237.01257372,0.35,0.57,0.08,165807.3,23271.2,101811.5,52.2918340091,NA,1017.15014426,9.00202997666,109.4
Summer,6.69890217391,NA,NA,NA,NA,NA,Le HavreSummer,Le Havre,290890.0,1227.31885247,237.01257372,0.35,0.57,0.08,165807.3,23271.2,101811.5,63.0817830609,NA,1017.26304945,7.74157501164,147.3
Fall,3.84615555556,NA,NA,NA,NA,NA,Le HavreFall,Le Havre,290890.0,1227.31885247,237.01257372,0.35,0.57,0.08,165807.3,23271.2,101811.5,47.4752953003,NA,1010.97003303,9.33699185707,326.2
Winter,NA,NA,NA,NA,NA,NA,LilleWinter,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Spring,NA,NA,NA,NA,NA,NA,LilleSpring,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Summer,NA,NA,NA,NA,NA,NA,LilleSummer,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Fall,NA,NA,NA,NA,NA,NA,LilleFall,Lille,1166452.0,3110.91002421,374.95523526,0.34,0.57,0.1,664877.64,116645.2,396593.68,NA,NA,NA,NA,NA
Winter,NA,14.525,NA,NA,19.2,NA,LimogesWinter,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,35.5148547718,NA,1013.43283057,7.15009353414,196.4
Spring,NA,NA,NA,NA,NA,NA,LimogesSpring,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,53.1578074357,NA,1015.84949597,6.77738217027,299.8
Summer,NA,NA,NA,NA,NA,NA,LimogesSummer,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,64.9091428571,NA,1017.45874126,5.01518466955,103.5
Fall,NA,NA,NA,NA,NA,NA,LimogesFall,Limoges,282971.0,374.105728038,756.3931231,0.24,0.69,0.07,195249.99,19807.97,67913.04,44.7473114463,NA,1012.47135704,6.42854013025,303.5
Winter,NA,22.5074302326,NA,47.2548604651,35.869047619,32.625,LorientWinter,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Spring,NA,11.2211290323,NA,70.4918241758,28.0227272727,19.5,LorientSpring,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Summer,NA,6.62251162791,NA,53.3746024096,22.8813559322,20.0,LorientSummer,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Fall,NA,19.3954,NA,41.8880823529,21.7738095238,NA,LorientFall,Lorient,215591.0,1116.93542162,193.02011184,0.26,0.66,0.08,142290.06,17247.28,56053.66,NA,NA,NA,NA,NA
Winter,NA,NA,NA,NA,NA,NA,LyonWinter,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,36.6927861089,NA,1013.86726343,6.30589673875,140.3
Winter,NA,NA,NA,NA,NA,NA,LyonWinter,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,36.6927861089,NA,1013.86726343,6.30589673875,140.3
Spring,NA,NA,NA,NA,NA,NA,LyonSpring,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,57.3382474227,NA,1014.94451648,6.60062267354,285.2
Spring,NA,NA,NA,NA,NA,NA,LyonSpring,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,57.3382474227,NA,1014.94451648,6.60062267354,285.2
Summer,NA,NA,NA,NA,NA,NA,LyonSummer,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,69.2029248292,NA,1016.60432432,5.15122023851,180.4
Summer,NA,NA,NA,NA,NA,NA,LyonSummer,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,69.2029248292,NA,1016.60432432,5.15122023851,180.4
Fall,NA,NA,NA,NA,NA,NA,LyonFall,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,47.2067163068,NA,1012.31137194,6.45359228635,242.8
Fall,NA,NA,NA,NA,NA,NA,LyonFall,Lyon,2214068.0,1795.63996786,1233.02445904,0.34,0.51,0.15,1129174.68,332110.2,752783.12,47.2067163068,NA,1012.31137194,6.45359228635,242.8
Winter,7.20013157895,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceWinter,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,43.6518375846,NA,1011.41819923,9.56655985043,195.3
Winter,7.20013157895,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceWinter,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,43.6518375846,NA,1011.41819923,9.56655985043,195.3
Spring,11.1555,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSpring,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,61.634939759,NA,1013.90705607,9.60879273985,149.7
Spring,11.1555,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSpring,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,61.634939759,NA,1013.90705607,9.60879273985,149.7
Summer,8.96477419355,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSummer,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,74.8369050218,NA,1014.80373747,9.46932318777,76.3
Summer,8.96477419355,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceSummer,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,74.8369050218,NA,1014.80373747,9.46932318777,76.3
Fall,9.4306741573,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceFall,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.35,0.54,0.11,932617.8,189977.7,604474.5,53.3792096774,NA,1011.17524272,10.27070203,189.7
Fall,9.4306741573,NA,NA,NA,NA,NA,Marseille - Aix-en-ProvenceFall,Marseille - Aix-en-Provence,1727070.0,1424.86489148,1212.09386962,0.27,0.66,0.07,1139866.2,120894.9,466308.9,53.3792096774,NA,1011.17524272,10.27070203,189.7
Winter,1.40216129032,29.0830224719,0.313294117647,35.6404534884,31.4698795181,NA,MaubeugeWinter,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,34.8728851702,NA,1013.62410758,8.98305266373,98.7
Winter,1.40216129032,29.0830224719,0.313294117647,35.6404534884,31.4698795181,NA,MaubeugeWinter,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,34.8728851702,NA,1013.62410758,8.98305266373,98.7
Spring,NA,19.6709340659,0.207177777778,61.5331235955,26.3086419753,NA,MaubeugeSpring,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,53.1802708804,NA,1015.88932347,8.59256262212,95.3
Spring,NA,19.6709340659,0.207177777778,61.5331235955,26.3086419753,NA,MaubeugeSpring,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,53.1802708804,NA,1015.88932347,8.59256262212,95.3
Summer,0.717127272727,13.0897252747,0.221384615385,56.4274642857,19.1234567901,NA,MaubeugeSummer,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,64.2789795376,NA,1016.51679705,7.39743701594,184.8
Summer,0.717127272727,13.0897252747,0.221384615385,56.4274642857,19.1234567901,NA,MaubeugeSummer,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,64.2789795376,NA,1016.51679705,7.39743701594,184.8
Fall,NA,25.3152666667,NA,27.5727222222,23.6704545455,NA,MaubeugeFall,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,43.5048200206,NA,1010.98444549,8.0603893886,217.0
Fall,NA,25.3152666667,NA,27.5727222222,23.6704545455,NA,MaubeugeFall,Maubeuge,129931.0,986.254457217,131.74186342,0.25,0.7,0.05,90951.7,6496.55,32482.75,43.5048200206,NA,1010.98444549,8.0603893886,217.0
Winter,5.19769047619,NA,NA,NA,28.7976190476,NA,MetzWinter,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,6.01939705882,NA,NA,NA,20.9462365591,NA,MetzSpring,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,1.52628813559,NA,NA,NA,17.9565217391,NA,MetzSummer,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,5.00587931034,NA,NA,NA,16.9222222222,NA,MetzFall,Metz,389700.0,552.799976475,704.95661466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,NA,NA,NA,NA,NA,MontbeliardWinter,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,34.2473053892,NA,1014.19687943,5.0040738913,172.4
Winter,NA,NA,NA,NA,NA,NA,MontbeliardWinter,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,34.2473053892,NA,1014.19687943,5.0040738913,172.4
Spring,NA,NA,NA,NA,NA,NA,MontbeliardSpring,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,54.23,NA,1015.13367183,4.74540830037,234.3
Spring,NA,NA,NA,NA,NA,NA,MontbeliardSpring,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,54.23,NA,1015.13367183,4.74540830037,234.3
Summer,NA,NA,NA,NA,NA,NA,MontbeliardSummer,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,63.7682675367,NA,1017.16842353,3.51978417232,244.4
Summer,NA,NA,NA,NA,NA,NA,MontbeliardSummer,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,63.7682675367,NA,1017.16842353,3.51978417232,244.4
Fall,NA,NA,NA,NA,NA,NA,MontbeliardFall,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,42.0583833718,NA,1012.48972313,4.47532123788,240.5
Fall,NA,NA,NA,NA,NA,NA,MontbeliardFall,Montbeliard,162326.0,532.524265834,304.82366798,NA,NA,NA,NA,NA,NA,42.0583833718,NA,1012.48972313,4.47532123788,240.5
Winter,NA,NA,NA,45.1791954023,NA,NA,MontpellierWinter,Montpellier,569956.0,976.781031562,583.50436954,0.28,0.64,0.08,364771.84,45596.48,159587.68,43.200756193,NA,1012.29568194,9.12954318992,273.3
Spring,NA,NA,NA,74.1945053763,NA,NA,MontpellierSpring,Montpellier,569956.0,976.781031562,583.50436954,0.28,0.64,0.08,364771.84,45596.48,159587.68,60.2560556258,NA,1014.69058085,8.53905238601,102.5
Summer,NA,NA,NA,78.0508695652,NA,NA,MontpellierSummer,Montpellier,569956.0,976.781031562,583.50436954,0.28,0.64,0.08,364771.84,45596.48,159587.68,73.817168784,NA,1015.75146354,7.33517372777,94.7
Fall,NA,NA,NA,43.8083111111,NA,NA,MontpellierFall,Montpellier,569956.0,976.781031562,583.50436954,0.28,0.64,0.08,364771.84,45596.48,159587.68,52.3809731959,NA,1011.59622839,8.32460501773,224.5
Winter,NA,42.494625,0.342943820225,NA,NA,NA,MulhouseWinter,Mulhouse,284739.0,1452.68669458,196.00854132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,23.9046451613,0.140333333333,NA,NA,NA,MulhouseSpring,Mulhouse,284739.0,1452.68669458,196.00854132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,19.3820869565,0.210032608696,NA,NA,NA,MulhouseSummer,Mulhouse,284739.0,1452.68669458,196.00854132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,33.3841805556,0.394235955056,NA,NA,NA,MulhouseFall,Mulhouse,284739.0,1452.68669458,196.00854132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,42.5349213483,0.462651685393,NA,NA,NA,NancyWinter,Nancy,434479.0,613.363951458,708.35431226,0.37,0.51,0.12,221584.29,52137.48,160757.23,34.6784177998,NA,1013.90909657,5.93550401979,135.3
Spring,NA,32.6356190476,0.254465116279,NA,NA,NA,NancySpring,Nancy,434479.0,613.363951458,708.35431226,0.37,0.51,0.12,221584.29,52137.48,160757.23,55.024934416,NA,1015.28453541,5.81435773075,196.7
Summer,NA,29.6494565217,0.221045977011,NA,NA,NA,NancySummer,Nancy,434479.0,613.363951458,708.35431226,0.37,0.51,0.12,221584.29,52137.48,160757.23,66.1935714286,NA,1016.57481776,4.93030846561,196.3
Fall,NA,37.2160357143,0.375693181818,NA,NA,NA,NancyFall,Nancy,434479.0,613.363951458,708.35431226,0.37,0.51,0.12,221584.29,52137.48,160757.23,43.7392973651,NA,1011.06326923,5.68920749812,205.8
Winter,NA,40.8613333333,0.722,NA,35.6666666667,NA,NantesWinter,Nantes,897713.0,1037.54555083,865.22755486,0.32,0.52,0.16,466810.76,143634.08,287268.16,39.6016133393,NA,1013.38652055,6.90163939793,192.3
Spring,NA,NA,NA,NA,NA,NA,NantesSpring,Nantes,897713.0,1037.54555083,865.22755486,0.32,0.52,0.16,466810.76,143634.08,287268.16,55.8293201377,NA,1015.89809322,6.67994007449,137.9
Summer,NA,NA,NA,NA,NA,NA,NantesSummer,Nantes,897713.0,1037.54555083,865.22755486,0.32,0.52,0.16,466810.76,143634.08,287268.16,65.0882169197,NA,1017.80780765,5.21531007028,82.7
Fall,NA,NA,NA,NA,NA,NA,NantesFall,Nantes,897713.0,1037.54555083,865.22755486,0.32,0.52,0.16,466810.76,143634.08,287268.16,48.0135511811,NA,1011.31216356,6.36462194646,353.6
Winter,NA,23.2086404494,NA,42.2941348315,19.5964912281,NA,NeversWinter,Nevers,101586.0,267.18386601,380.21008348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,12.3198172043,NA,65.0404516129,13.5178571429,NA,NeversSpring,Nevers,101586.0,267.18386601,380.21008348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,10.6328064516,NA,59.2242365591,14.1304347826,NA,NeversSummer,Nevers,101586.0,267.18386601,380.21008348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fall,NA,18.5399555556,NA,35.9842333333,16.6777777778,NA,NeversFall,Nevers,101586.0,267.18386601,380.21008348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Winter,NA,35.5767317073,NA,39.2132359551,24.9885057471,21.8651685393,NiceWinter,Nice,1004914.0,1149.82301516,873.97276516,0.41,0.48,0.11,482358.72,110540.54,412014.74,46.8184457553,NA,1010.49572569,8.4494970731,326.0
Spring,NA,25.8339764706,NA,71.2314819277,27.4605263158,17.6835443038,NiceSpring,Nice,1004914.0,1149.82301516,873.97276516,0.41,0.48,0.11,482358.72,110540.54,412014.74,61.630984456,NA,1013.58172757,7.17357533679,147.6
Summer,NA,25.6324189189,NA,75.3404594595,32.0555555556,18.6081081081,NiceSummer,Nice,1004914.0,1149.82301516,873.97276516,0.41,0.48,0.11,482358.72,110540.54,412014.74,74.5188819539,NA,1014.31186207,6.27175809875,59.0
Fall,NA,29.0463095238,NA,36.2825833333,24.7228915663,21.175,NiceFall,Nice,1004914.0,1149.82301516,873.97276516,0.41,0.48,0.11,482358.72,110540.54,412014.74,55.5958092848,NA,1010.10318226,8.76805460712,391.3
Winter,0.405404494382,24.3751910112,NA,44.8429325843,20.987012987,17.2236842105,NimesWinter,Nimes,259348.0,866.072503492,299.45298916,NA,NA,NA,NA,NA,NA,42.1808381963,NA,1011.9131565,6.40590667374,259.9
Spring,0.524351648352,14.3318494624,NA,77.0893076923,21.2608695652,14.2142857143,NimesSpring,Nimes,259348.0,866.072503492,299.45298916,NA,NA,NA,NA,NA,NA,60.7802028831,NA,1014.36668446,6.58103481474,219.9
Summer,0.523358024691,12.6506451613,NA,87.7630752688,21.3870967742,15.3146067416,NimesSummer,Nimes,259348.0,866.072503492,299.45298916,NA,NA,NA,NA,NA,NA,74.7660140617,NA,1015.45170362,6.39858722336,28.3
Fall,0.333696629213,20.3654888889,NA,42.4157,19.5777777778,13.7888888889,NimesFall,Nimes,259348.0,866.072503492,299.45298916,NA,NA,NA,NA,NA,NA,51.5244554455,NA,1011.40715072,5.97490225743,193.7
Winter,NA,6.87050561798,NA,48.1219310345,24.4705882353,NA,NiortWinter,Niort,152721.0,348.12425113,438.69681444,NA,NA,NA,NA,NA,NA,39.1385389095,NA,1013.41937533,8.21074311488,166.4
Spring,NA,3.80869767442,NA,72.0165,19.2790697674,NA,NiortSpring,Niort,152721.0,348.12425113,438.69681444,NA,NA,NA,NA,NA,NA,56.3951196172,NA,1015.96608187,7.52217509835,172.0
Summer,NA,2.90296666667,NA,62.4344333333,14.8444444444,NA,NiortSummer,Niort,152721.0,348.12425113,438.69681444,NA,NA,NA,NA,NA,NA,67.5032626427,NA,1017.72642741,5.85193848739,99.7
Fall,NA,4.38949438202,NA,44.5442555556,15.4431818182,NA,NiortFall,Niort,152721.0,348.12425113,438.69681444,NA,NA,NA,NA,NA,NA,47.9785790032,NA,1011.86383881,6.99431972853,279.7
Winter,NA,NA,NA,NA,NA,NA,OrleansWinter,Orleans,423123.0,138.366377915,3057.99,NA,NA,NA,NA,NA,NA,36.107573348,NA,1013.80052306,8.4970379161,109.5
Spring,NA,NA,NA,NA,NA,NA,OrleansSpring,Orleans,423123.0,138.366377915,3057.99,NA,NA,NA,NA,NA,NA,54.6312279112,NA,1015.93517915,8.00936030435,131.6
Summer,NA,NA,NA,NA,NA,NA,OrleansSummer,Orleans,423123.0,138.366377915,3057.99,NA,NA,NA,NA,NA,NA,65.5908905852,NA,1017.22498837,6.34115990503,178.1
Fall,NA,NA,NA,NA,NA,NA,OrleansFall,Orleans,423123.0,138.366377915,3057.99,NA,NA,NA,NA,NA,NA,44.7394328358,NA,1011.93309179,7.6718916969,204.1
Winter,NA,55.3604827586,NA,NA,44.3333333333,NA,ParisWinter,Paris,12341418.0,1861.08446896,6631.3046,0.35,0.46,0.19,5677052.28,2344869.42,4319496.3,36.8443697479,NA,1013.8669967,7.70066936053,117.3
Spring,NA,50.2929032258,NA,NA,34.4651162791,NA,ParisSpring,Paris,12341418.0,1861.08446896,6631.3046,0.35,0.46,0.19,5677052.28,2344869.42,4319496.3,55.5779520158,NA,1016.03287992,7.51092467969,134.7
Summer,NA,48.7955505618,NA,NA,25.950617284,NA,ParisSummer,Paris,12341418.0,1861.08446896,6631.3046,0.35,0.46,0.19,5677052.28,2344869.42,4319496.3,66.4915982187,NA,1017.045,5.69739407818,243.3
Fall,NA,51.6024,NA,NA,33.4712643678,NA,ParisFall,Paris,12341418.0,1861.08446896,6631.3046,0.35,0.46,0.19,5677052.28,2344869.42,4319496.3,45.9453769486,NA,1011.48738653,6.58103847483,192.0
Winter,NA,NA,NA,NA,NA,NA,PauWinter,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,41.3542857143,NA,1013.49314625,4.64431200635,212.5
Spring,NA,NA,NA,NA,NA,NA,PauSpring,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,56.3855781308,NA,1016.16498918,5.1187547307,327.1
Summer,NA,NA,NA,NA,NA,NA,PauSummer,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,66.3002410493,NA,1018.14162384,3.78207847943,128.4
Fall,NA,NA,NA,NA,NA,NA,PauFall,Pau,240857.0,489.287440641,492.2607449,0.25,0.71,0.04,171008.47,9634.28,60214.25,49.1980640518,NA,1013.11094241,4.3625533271,433.9
Winter,NA,23.9588372093,NA,49.0633837209,21.9534883721,17.1551724138,PerpignanWinter,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spring,NA,19.0528988764,NA,75.3721011236,22.8076923077,12.6923076923,PerpignanSpring,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Summer,NA,16.8209677419,NA,79.2535483871,25.3010752688,16.3406593407,PerpignanSummer,Perpignan,309962.0,834.145408765,371.59228684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
